,scenario,year,country_sym,technology,fuel,CHP,MW,efficiency,emission_factor,var_costs,bat_roundtrip_eff,id
1067,Historic,2020,GR,WindOn,RES,NO,3153,1,0,0,0,GR_WindOn
1068,Historic,2020,HR,Biomass,Biomass,YES,91,0.36,0,2.6,0,HR_Biomass
1069,Historic,2020,HR,Coal,Coal,YES,332,0.38,0.35,6.6,0,HR_Coal
1070,Historic,2020,HR,Dam,Hydro,NO,1407.799443,1,0,2.6,0,HR_Dam
1071,Historic,2020,HR,Gas,Gas,YES,743,0.53,0.21,4.6,0,HR_Gas
1072,Historic,2020,HR,Oil,Oil,YES,937,0.4,0.28,1.5,0,HR_Oil
1073,Historic,2020,HR,Other,Other,NO,66,0.45,0.375,0,0,HR_Other
1074,Historic,2020,HR,PSClosed,Hydro,NO,0,0.75,0,0,0,HR_PSClosed
1075,Historic,2020,HR,PSOpen,Hydro,NO,297.8798587,0.75,0,0,0,HR_PSOpen
1076,Historic,2020,HR,RoR,Hydro,NO,421,1,0,2.6,0,HR_RoR
1077,Historic,2020,HR,Solar,RES,NO,53,1,0,0,0,HR_Solar
1078,Historic,2020,HR,WindOn,RES,NO,739,1,0,0,0,HR_WindOn
1079,Historic,2020,HU,Biomass,Biomass,YES,240.65,0.36,0,2.6,0,HU_Biomass
1080,Historic,2020,HU,Coal,Coal,YES,42.34,0.38,0.35,6.6,0,HU_Coal
1081,Historic,2020,HU,Dam,Hydro,NO,28.16,1,0,2.6,0,HU_Dam
1082,Historic,2020,HU,Gas,Gas,YES,4030.29,0.53,0.21,4.6,0,HU_Gas
1083,Historic,2020,HU,Lignite,Lignite,YES,1006.53,0.37,0.36,8.3,0,HU_Lignite
1084,Historic,2020,HU,Nuclear,Uran,NO,1898.87,0.36,0,1.8,0,HU_Nuclear
1085,Historic,2020,HU,Oil,Oil,YES,420,0.4,0.28,1.5,0,HU_Oil
1086,Historic,2020,HU,Other,Other,NO,135.65,0.45,0.375,0,0,HU_Other
1087,Historic,2020,HU,PSClosed,Hydro,NO,0,0.75,0,0,0,HU_PSClosed
1088,Historic,2020,HU,PSOpen,Hydro,NO,0,0.75,0,0,0,HU_PSOpen
1089,Historic,2020,HU,RoR,Hydro,NO,30.13,1,0,2.6,0,HU_RoR
1090,Historic,2020,HU,Solar,RES,NO,1406.51,1,0,0,0,HU_Solar
1091,Historic,2020,HU,WindOn,RES,NO,323.28,1,0,0,0,HU_WindOn
1092,Historic,2020,IE,Coal,Coal,YES,1369,0.38,0.35,6.6,0,IE_Coal
1093,Historic,2020,IE,Dam,Hydro,NO,0,1,0,2.6,0,IE_Dam
1094,Historic,2020,IE,Gas,Gas,YES,5814,0.53,0.21,4.6,0,IE_Gas
1095,Historic,2020,IE,Oil,Oil,YES,1931.6,0.4,0.28,1.5,0,IE_Oil
1096,Historic,2020,IE,Other,Other,NO,832.13,0.45,0.375,0,0,IE_Other
1097,Historic,2020,IE,PSClosed,Hydro,NO,292,0.75,0,0,0,IE_PSClosed
1098,Historic,2020,IE,PSOpen,Hydro,NO,0,0.75,0,0,0,IE_PSOpen
1099,Historic,2020,IE,RoR,Hydro,NO,216,1,0,2.6,0,IE_RoR
1100,Historic,2020,IE,Solar,RES,NO,92.42,1,0,0,0,IE_Solar
1101,Historic,2020,IE,WindOn,RES,NO,2913.98,1,0,0,0,IE_WindOn
1102,Historic,2020,IT,Biomass,Biomass,YES,1549,0.36,0,2.6,0,IT_Biomass
1103,Historic,2020,IT,Coal,Coal,YES,7617,0.38,0.35,6.6,0,IT_Coal
1104,Historic,2020,IT,Dam,Hydro,NO,11518.38198,1,0,2.6,0,IT_Dam
1105,Historic,2020,IT,Gas,Gas,YES,44287,0.53,0.21,4.6,0,IT_Gas
1106,Historic,2020,IT,Lignite,Lignite,YES,0,0.37,0.36,8.3,0,IT_Lignite
1107,Historic,2020,IT,Oil,Oil,YES,1493,0.4,0.28,1.5,0,IT_Oil
1108,Historic,2020,IT,Other,Other,NO,2388,0.45,0.375,0,0,IT_Other
1109,Historic,2020,IT,PSClosed,Hydro,NO,3852.226036,0.75,0,0,0,IT_PSClosed
1110,Historic,2020,IT,PSOpen,Hydro,NO,3433.380512,0.75,0,0,0,IT_PSOpen
1111,Historic,2020,IT,RoR,Hydro,NO,10441,1,0,2.6,0,IT_RoR
1112,Historic,2020,IT,Solar,RES,NO,4874,1,0,0,0,IT_Solar
1113,Historic,2020,IT,WindOff,RES,NO,0,1,0,0,0,IT_WindOff
1114,Historic,2020,IT,WindOn,RES,NO,10224,1,0,0,0,IT_WindOn
1115,Historic,2020,LT,Biomass,Biomass,YES,98,0.36,0,2.6,0,LT_Biomass
1116,Historic,2020,LT,Dam,Hydro,NO,0,1,0,2.6,0,LT_Dam
1117,Historic,2020,LT,Gas,Gas,YES,1770,0.53,0.21,4.6,0,LT_Gas
1118,Historic,2020,LT,Oil,Oil,YES,0,0.4,0.28,1.5,0,LT_Oil
1119,Historic,2020,LT,Other,Other,NO,166,0.45,0.375,0,0,LT_Other
1120,Historic,2020,LT,PSClosed,Hydro,NO,900,0.75,0,0,0,LT_PSClosed
1121,Historic,2020,LT,PSOpen,Hydro,NO,0,0.75,0,0,0,LT_PSOpen
1122,Historic,2020,LT,RoR,Hydro,NO,128,1,0,2.6,0,LT_RoR
1123,Historic,2020,LT,Solar,RES,NO,103,1,0,0,0,LT_Solar
1124,Historic,2020,LT,WindOn,RES,NO,534,1,0,0,0,LT_WindOn
1125,Historic,2020,LV,Biomass,Biomass,YES,145,0.36,0,2.6,0,LV_Biomass
1126,Historic,2020,LV,Dam,Hydro,NO,1557,1,0,2.6,0,LV_Dam
1127,Historic,2020,LV,Gas,Gas,YES,1026,0.53,0.21,4.6,0,LV_Gas
1128,Historic,2020,LV,PSClosed,Hydro,NO,0,0.75,0,0,0,LV_PSClosed
1129,Historic,2020,LV,PSOpen,Hydro,NO,0,0.75,0,0,0,LV_PSOpen
1130,Historic,2020,LV,RoR,Hydro,NO,1578,1,0,2.6,0,LV_RoR
1131,Historic,2020,LV,Solar,RES,NO,9,1,0,0,0,LV_Solar
1132,Historic,2020,LV,WindOn,RES,NO,74,1,0,0,0,LV_WindOn
1133,Historic,2020,NL,Biomass,Biomass,YES,490,0.36,0,2.6,0,NL_Biomass
1134,Historic,2020,NL,Coal,Coal,YES,4662,0.38,0.35,6.6,0,NL_Coal
1135,Historic,2020,NL,Dam,Hydro,NO,0,1,0,2.6,0,NL_Dam
1136,Historic,2020,NL,Gas,Gas,YES,15496,0.53,0.21,4.6,0,NL_Gas
1137,Historic,2020,NL,Lignite,Lignite,YES,0,0.37,0.36,8.3,0,NL_Lignite
1138,Historic,2020,NL,Nuclear,Uran,NO,485,0.36,0,1.8,0,NL_Nuclear
1139,Historic,2020,NL,Oil,Oil,YES,0,0.4,0.28,1.5,0,NL_Oil
1140,Historic,2020,NL,Other,Other,NO,790,0.45,0.375,0,0,NL_Other
1141,Historic,2020,NL,PSClosed,Hydro,NO,0,0.75,0,0,0,NL_PSClosed
1142,Historic,2020,NL,PSOpen,Hydro,NO,0,0.75,0,0,0,NL_PSOpen
1143,Historic,2020,NL,RoR,Hydro,NO,38,1,0,2.6,0,NL_RoR
1144,Historic,2020,NL,Solar,RES,NO,5710,1,0,0,0,NL_Solar
1145,Historic,2020,NL,WindOff,RES,NO,1709,1,0,0,0,NL_WindOff
1146,Historic,2020,NL,WindOn,RES,NO,3973,1,0,0,0,NL_WindOn
1147,Historic,2020,NO,Dam,Hydro,NO,28185.3,1,0,2.6,0,NO_Dam
1148,Historic,2020,NO,Gas,Gas,YES,641.7,0.53,0.21,4.6,0,NO_Gas
1149,Historic,2020,NO,Other,Other,NO,0,0.45,0.375,0,0,NO_Other
1150,Historic,2020,NO,PSClosed,Hydro,NO,0,0.75,0,0,0,NO_PSClosed
1151,Historic,2020,NO,PSOpen,Hydro,NO,33776.9,0.75,0,0,0,NO_PSOpen
1152,Historic,2020,NO,RoR,Hydro,NO,1148.8,1,0,2.6,0,NO_RoR
1153,Historic,2020,NO,WindOn,RES,NO,3068.1,1,0,0,0,NO_WindOn
1154,Historic,2020,PL,Biomass,Biomass,YES,880.15,0.36,0,2.6,0,PL_Biomass
1155,Historic,2020,PL,Coal,Coal,YES,22286.01,0.38,0.35,6.6,0,PL_Coal
1156,Historic,2020,PL,Dam,Hydro,NO,183.8,1,0,2.6,0,PL_Dam
1157,Historic,2020,PL,Gas,Gas,YES,2811.52,0.53,0.21,4.6,0,PL_Gas
1158,Historic,2020,PL,Lignite,Lignite,YES,7676.76,0.37,0.36,8.3,0,PL_Lignite
1159,Historic,2020,PL,Oil,Oil,YES,358.91,0.4,0.28,1.5,0,PL_Oil
1160,Historic,2020,PL,PSClosed,Hydro,NO,1323.1,0.75,0,0,0,PL_PSClosed
1161,Historic,2020,PL,PSOpen,Hydro,NO,178.8,0.75,0,0,0,PL_PSOpen
1162,Historic,2020,PL,RoR,Hydro,NO,448.27,1,0,2.6,0,PL_RoR
1163,Historic,2020,PL,Solar,RES,NO,1309.82,1,0,0,0,PL_Solar
1164,Historic,2020,PL,WindOn,RES,NO,5953.34,1,0,0,0,PL_WindOn
1165,Historic,2020,PT,Biomass,Biomass,YES,678.8,0.36,0,2.6,0,PT_Biomass
1166,Historic,2020,PT,Coal,Coal,YES,1756,0.38,0.35,6.6,0,PT_Coal
1167,Historic,2020,PT,Dam,Hydro,NO,3491.5,1,0,2.6,0,PT_Dam
1168,Historic,2020,PT,Gas,Gas,YES,4606.2,0.53,0.21,4.6,0,PT_Gas
1169,Historic,2020,PT,Lignite,Lignite,YES,0,0.37,0.36,8.3,0,PT_Lignite
1170,Historic,2020,PT,Nuclear,Uran,NO,0,0.36,0,1.8,0,PT_Nuclear
1171,Historic,2020,PT,Oil,Oil,YES,0,0.4,0.28,1.5,0,PT_Oil
1172,Historic,2020,PT,Other,Other,NO,8,0.45,0.375,0,0,PT_Other
1173,Historic,2020,PT,PSClosed,Hydro,NO,0,0.75,0,0,0,PT_PSClosed
1174,Historic,2020,PT,PSOpen,Hydro,NO,2952,0.75,0,0,0,PT_PSOpen
1175,Historic,2020,PT,RoR,Hydro,NO,2857.6,1,0,2.6,0,PT_RoR
1176,Historic,2020,PT,Solar,RES,NO,413.4,1,0,0,0,PT_Solar
1177,Historic,2020,PT,WindOff,RES,NO,0,1,0,0,0,PT_WindOff
1178,Historic,2020,PT,WindOn,RES,NO,5180.8,1,0,0,0,PT_WindOn
1179,Historic,2020,RO,Biomass,Biomass,YES,117,0.36,0,2.6,0,RO_Biomass
1180,Historic,2020,RO,Coal,Coal,YES,1032,0.38,0.35,6.6,0,RO_Coal
1181,Historic,2020,RO,Dam,Hydro,NO,2355.813816,1,0,2.6,0,RO_Dam
1182,Historic,2020,RO,Gas,Gas,YES,2666,0.53,0.21,4.6,0,RO_Gas
1183,Historic,2020,RO,Lignite,Lignite,YES,3071,0.37,0.36,8.3,0,RO_Lignite
1184,Historic,2020,RO,Nuclear,Uran,NO,1300,0.36,0,1.8,0,RO_Nuclear
1185,Historic,2020,RO,PSClosed,Hydro,NO,0,0.75,0,0,0,RO_PSClosed
1186,Historic,2020,RO,PSOpen,Hydro,NO,746,0.75,0,0,0,RO_PSOpen
1187,Historic,2020,RO,RoR,Hydro,NO,2750,1,0,2.6,0,RO_RoR
1188,Historic,2020,RO,Solar,RES,NO,1163,1,0,0,0,RO_Solar
1189,Historic,2020,RO,WindOn,RES,NO,2972,1,0,0,0,RO_WindOn
1190,Historic,2020,SE,Dam,Hydro,NO,15954.62143,1,0,2.6,0,SE_Dam
1191,Historic,2020,SE,Nuclear,Uran,NO,7710,0.36,0,1.8,0,SE_Nuclear
1192,Historic,2020,SE,Other,Other,NO,8827,0.45,0.375,0,0,SE_Other
1193,Historic,2020,SE,PSClosed,Hydro,NO,0,0.75,0,0,0,SE_PSClosed
1194,Historic,2020,SE,PSOpen,Hydro,NO,0,0.75,0,0,0,SE_PSOpen
1195,Historic,2020,SE,WindOn,RES,NO,9648,1,0,0,0,SE_WindOn
1196,Historic,2020,SI,Biomass,Biomass,YES,22.86,0.36,0,2.6,0,SI_Biomass
1197,Historic,2020,SI,Dam,Hydro,NO,0,1,0,2.6,0,SI_Dam
1198,Historic,2020,SI,Gas,Gas,YES,545.76,0.53,0.21,4.6,0,SI_Gas
1199,Historic,2020,SI,Lignite,Lignite,YES,967,0.37,0.36,8.3,0,SI_Lignite
1200,Historic,2020,SI,Nuclear,Uran,NO,696,0.36,0,1.8,0,SI_Nuclear
1201,Historic,2020,SI,Oil,Oil,YES,58,0.4,0.28,1.5,0,SI_Oil
1202,Historic,2020,SI,Other,Other,NO,38.44,0.45,0.375,0,0,SI_Other
1203,Historic,2020,SI,PSClosed,Hydro,NO,0,0.75,0,0,0,SI_PSClosed
1204,Historic,2020,SI,PSOpen,Hydro,NO,185,0.75,0,0,0,SI_PSOpen
1205,Historic,2020,SI,RoR,Hydro,NO,1110.58,1,0,2.6,0,SI_RoR
1206,Historic,2020,SI,Solar,RES,NO,277.62,1,0,0,0,SI_Solar
1207,Historic,2020,SI,WindOn,RES,NO,3.31,1,0,0,0,SI_WindOn
1208,Historic,2020,SK,Biomass,Biomass,YES,214,0.36,0,2.6,0,SK_Biomass
1209,Historic,2020,SK,Coal,Coal,YES,221,0.38,0.35,6.6,0,SK_Coal
1210,Historic,2020,SK,Dam,Hydro,NO,418,1,0,2.6,0,SK_Dam
1211,Historic,2020,SK,Gas,Gas,YES,1153,0.53,0.21,4.6,0,SK_Gas
1212,Historic,2020,SK,Lignite,Lignite,YES,320,0.37,0.36,8.3,0,SK_Lignite
1213,Historic,2020,SK,Nuclear,Uran,NO,1940,0.36,0,1.8,0,SK_Nuclear
1214,Historic,2020,SK,Oil,Oil,YES,257,0.4,0.28,1.5,0,SK_Oil
1215,Historic,2020,SK,Other,Other,NO,534,0.45,0.375,0,0,SK_Other
1216,Historic,2020,SK,PSClosed,Hydro,NO,649.86,0.75,0,0,0,SK_PSClosed
1217,Historic,2020,SK,PSOpen,Hydro,NO,276,0.75,0,0,0,SK_PSOpen
1218,Historic,2020,SK,RoR,Hydro,NO,1208,1,0,2.6,0,SK_RoR
1219,Historic,2020,SK,Solar,RES,NO,531,1,0,0,0,SK_Solar
1220,Historic,2020,SK,WindOn,RES,NO,3,1,0,0,0,SK_WindOn