,country_sym,week,dam_inflow_MWh,pump_inflow_MWh
566,GR,w37,47248.344000000005,6569.192635
567,GR,w38,48060.558,6837.790368
568,GR,w39,44009.628,6472.372520999999
569,GR,w40,36835.578,4309.015581
570,GR,w41,44630.195999999996,4376.685552
571,GR,w42,45241.638,5254.313031
572,GR,w43,45410.975999999995,5560.389518
573,GR,w44,51145.14599999999,4069.567989
574,GR,w45,50716.223999999995,9293.689801999999
575,GR,w46,49046.166,9201.033994
576,GR,w47,44156.658,18883.04533
577,GR,w48,32045.442000000003,10238.987249999998
578,GR,w49,74796.696,10794.922100000002
579,GR,w50,73298.004,15786.88385
580,GR,w51,47651.916,12123.33569
581,GR,w52,77566.944,13305.998580000001
582,GR,w53,100691.214,13509.0085
583,HR,w1,74187.0,10037.18046
584,HR,w2,76438.0,11762.94538
585,HR,w3,83599.0,12721.83429
586,HR,w4,107967.0,10639.47398
587,HR,w5,91284.0,13612.14717
588,HR,w6,100807.0,18644.06074
589,HR,w7,104010.0,12642.286090000001
590,HR,w8,114424.0,12699.10623
591,HR,w9,88369.0,15779.93362
592,HR,w10,90842.0,19365.872499999998
593,HR,w11,126929.0,13763.79817
594,HR,w12,88486.0,11730.028880000002
595,HR,w13,79706.0,10846.769540000001
596,HR,w14,71838.0,10743.70956
597,HR,w15,63713.0,10456.8658
598,HR,w16,61379.0,11683.39718
599,HR,w17,66369.0,13307.277709999998
600,HR,w18,57191.0,14351.2009
601,HR,w19,54427.0,11945.1617
602,HR,w20,61693.0,12519.24109
603,HR,w21,56935.0,12987.90931
604,HR,w22,60438.0,13642.32062
605,HR,w23,56684.0,14299.474979999999
606,HR,w24,56632.0,13163.46396
607,HR,w25,45556.0,12175.18532
608,HR,w26,40479.0,13775.554059999999
609,HR,w27,39318.0,12719.09125
610,HR,w28,43478.0,11818.58993
611,HR,w29,42706.0,12233.96478
612,HR,w30,47669.0,14413.50713
613,HR,w31,46951.0,11726.50212
614,HR,w32,61934.0,14594.54786
615,HR,w33,53547.0,12861.337539999999
616,HR,w34,53632.0,14604.34444
617,HR,w35,41994.0,11711.61132
618,HR,w36,62587.0,12152.0654
619,HR,w37,78097.0,18376.026410000002
620,HR,w38,101080.0,21277.38051
621,HR,w39,105570.0,19296.12087
622,HR,w40,64441.0,13894.28857
623,HR,w41,63456.0,11514.11234
624,HR,w42,44575.0,10306.39038
625,HR,w43,44955.0,11651.65627
626,HR,w44,38831.0,9642.966217
627,HR,w45,40060.0,14201.90107
628,HR,w46,55849.0,13933.08301
629,HR,w47,64037.00000000001,10858.13357
630,HR,w48,54710.0,15882.99361
631,HR,w49,92627.0,14896.28242
632,HR,w50,102927.0,21947.46635
633,HR,w51,135859.0,18034.71368
634,HR,w52,125829.0,17400.67925
635,HR,w53,135145.0,17400.67925
636,HU,w1,0.0,0.0
637,HU,w2,0.0,0.0
638,HU,w3,0.0,0.0
639,HU,w4,0.0,0.0
640,HU,w5,0.0,0.0
641,HU,w6,0.0,0.0
642,HU,w7,0.0,0.0
643,HU,w8,0.0,0.0
644,HU,w9,0.0,0.0
645,HU,w10,0.0,0.0
646,HU,w11,0.0,0.0
647,HU,w12,0.0,0.0
648,HU,w13,0.0,0.0
649,HU,w14,0.0,0.0
650,HU,w15,0.0,0.0
651,HU,w16,0.0,0.0
652,HU,w17,0.0,0.0
653,HU,w18,0.0,0.0
654,HU,w19,0.0,0.0
655,HU,w20,0.0,0.0
656,HU,w21,0.0,0.0
657,HU,w22,0.0,0.0
658,HU,w23,0.0,0.0
659,HU,w24,0.0,0.0
660,HU,w25,0.0,0.0
661,HU,w26,0.0,0.0
662,HU,w27,0.0,0.0
663,HU,w28,0.0,0.0
664,HU,w29,0.0,0.0
665,HU,w30,0.0,0.0
666,HU,w31,0.0,0.0
667,HU,w32,0.0,0.0
668,HU,w33,0.0,0.0
669,HU,w34,0.0,0.0
670,HU,w35,0.0,0.0
671,HU,w36,0.0,0.0
672,HU,w37,0.0,0.0
673,HU,w38,0.0,0.0
674,HU,w39,0.0,0.0
675,HU,w40,0.0,0.0
676,HU,w41,0.0,0.0
677,HU,w42,0.0,0.0
678,HU,w43,0.0,0.0
679,HU,w44,0.0,0.0
680,HU,w45,0.0,0.0
681,HU,w46,0.0,0.0
682,HU,w47,0.0,0.0
683,HU,w48,0.0,0.0
684,HU,w49,0.0,0.0
685,HU,w50,0.0,0.0
686,HU,w51,0.0,0.0
687,HU,w52,0.0,0.0
688,HU,w53,0.0,0.0
689,IE,w1,0.0,0.0
690,IE,w2,0.0,0.0
691,IE,w3,0.0,0.0
692,IE,w4,0.0,0.0
693,IE,w5,0.0,0.0
694,IE,w6,0.0,0.0
695,IE,w7,0.0,0.0
696,IE,w8,0.0,0.0
697,IE,w9,0.0,0.0
698,IE,w10,0.0,0.0
699,IE,w11,0.0,0.0
700,IE,w12,0.0,0.0
701,IE,w13,0.0,0.0
702,IE,w14,0.0,0.0
703,IE,w15,0.0,0.0
704,IE,w16,0.0,0.0
705,IE,w17,0.0,0.0
706,IE,w18,0.0,0.0
707,IE,w19,0.0,0.0
708,IE,w20,0.0,0.0
709,IE,w21,0.0,0.0
710,IE,w22,0.0,0.0
711,IE,w23,0.0,0.0
712,IE,w24,0.0,0.0
713,IE,w25,0.0,0.0
714,IE,w26,0.0,0.0
715,IE,w27,0.0,0.0
716,IE,w28,0.0,0.0
717,IE,w29,0.0,0.0
718,IE,w30,0.0,0.0
719,IE,w31,0.0,0.0
720,IE,w32,0.0,0.0
721,IE,w33,0.0,0.0
722,IE,w34,0.0,0.0
723,IE,w35,0.0,0.0
724,IE,w36,0.0,0.0
725,IE,w37,0.0,0.0
726,IE,w38,0.0,0.0
727,IE,w39,0.0,0.0
728,IE,w40,0.0,0.0
729,IE,w41,0.0,0.0
730,IE,w42,0.0,0.0
731,IE,w43,0.0,0.0
732,IE,w44,0.0,0.0
733,IE,w45,0.0,0.0
734,IE,w46,0.0,0.0
735,IE,w47,0.0,0.0
736,IE,w48,0.0,0.0
737,IE,w49,0.0,0.0
738,IE,w50,0.0,0.0
739,IE,w51,0.0,0.0
740,IE,w52,0.0,0.0
741,IE,w53,0.0,0.0
742,IT,w1,262604.0,42779.0
743,IT,w2,281744.0,32195.0
744,IT,w3,373094.99999999994,27980.0
745,IT,w4,360735.0,30425.0
746,IT,w5,378829.0,49915.0
747,IT,w6,283370.0,26156.0
748,IT,w7,332685.0,36989.99999999999
749,IT,w8,301614.0,20835.0
750,IT,w9,272280.00000000006,12822.0
751,IT,w10,293318.99999999994,21142.0
752,IT,w11,312928.0,18266.0
753,IT,w12,318669.0,17144.0
754,IT,w13,315736.99999999994,24503.0
755,IT,w14,309084.0,30514.999999999996
756,IT,w15,305150.0,28628.999999999996
757,IT,w16,271381.0,14965.0
758,IT,w17,268887.0,14754.0
759,IT,w18,311857.0,19801.0
760,IT,w19,299730.0,21412.0
761,IT,w20,296111.99999999994,24393.0
762,IT,w21,403344.99999999994,37127.0
763,IT,w22,399516.0,47718.0
764,IT,w23,400425.0,63517.0
765,IT,w24,435244.0,65263.99999999999
766,IT,w25,464920.0,62930.0
767,IT,w26,454064.99999999994,60252.99999999999
768,IT,w27,461510.0,63316.0
769,IT,w28,477271.0,58148.99999999999
770,IT,w29,440555.0,51541.0
771,IT,w30,444277.0,47974.00000000001
772,IT,w31,453640.99999999994,48054.0
773,IT,w32,451186.0,45130.0
774,IT,w33,398711.0,50848.0
775,IT,w34,385130.0,49908.0
776,IT,w35,387700.0,47454.0
777,IT,w36,408361.0,53755.0
778,IT,w37,387014.0,40126.99999999999
779,IT,w38,432092.00000000006,89033.0
780,IT,w39,394430.0,65247.0
781,IT,w40,332905.0,54828.0
782,IT,w41,302648.0,38330.0
783,IT,w42,279716.0,34018.0
784,IT,w43,257309.00000000003,34739.99999999999
785,IT,w44,227660.0,27878.999999999996
786,IT,w45,225520.0,31319.000000000004
787,IT,w46,307372.0,35555.0
788,IT,w47,281178.0,34649.0
789,IT,w48,238204.0,20663.0
790,IT,w49,258693.00000000003,21320.0
791,IT,w50,229341.99999999997,10645.999999999998
792,IT,w51,308684.0,17549.0
793,IT,w52,273859.0,16256.0
794,IT,w53,243855.00000000003,21072.999999999996
795,NO,w1,0.0,204121.857
796,NO,w2,0.0,199456.76799999998
797,NO,w3,0.0,479787.19210000004
798,NO,w4,0.0,307299.9104
799,NO,w5,0.0,235512.14904
800,NO,w6,0.0,282026.388
801,NO,w7,0.0,521119.9336
802,NO,w8,0.0,251688.6456
803,NO,w9,0.0,299386.1584
804,NO,w10,0.0,294517.3112
805,NO,w11,0.0,474269.5496
806,NO,w12,0.0,620418.4392
807,NO,w13,0.0,1800569.9039999999
808,NO,w14,0.0,1312960.0903999999
809,NO,w15,0.0,801108.1008000001
810,NO,w16,0.0,1351531.6304000001
811,NO,w17,0.0,2241272.264
812,NO,w18,0.0,1739385.9336
813,NO,w19,0.0,2568462.4
814,NO,w20,0.0,6597742.032
815,NO,w21,0.0,9082309.040000001
816,NO,w22,0.0,11255608.616
817,NO,w23,0.0,9139304.16
818,NO,w24,0.0,3396346.2959999996
819,NO,w25,0.0,3085988.7520000003
820,NO,w26,0.0,4248278.776
821,NO,w27,0.0,5814322.136000001
822,NO,w28,0.0,4234253.9120000005
823,NO,w29,0.0,4502804.768
824,NO,w30,0.0,2625503.104
825,NO,w31,0.0,1980976.872
826,NO,w32,0.0,1911821.7888
827,NO,w33,0.0,2375291.8
828,NO,w34,0.0,1983529.9904
829,NO,w35,0.0,2960141.2399999998
830,NO,w36,0.0,2915558.044
831,NO,w37,0.0,4415201.1680000005
832,NO,w38,0.0,4121737.9280000003
833,NO,w39,0.0,4786345.8048
834,NO,w40,0.0,3847752.3223999995
835,NO,w41,0.0,1746846.6959999998
836,NO,w42,0.0,1812231.4840000002
837,NO,w43,0.0,2257499.244
838,NO,w44,0.0,2689336.1599999997
839,NO,w45,0.0,1765662.0688
840,NO,w46,0.0,2703072.1704
841,NO,w47,0.0,1969370.956
842,NO,w48,0.0,1557355.9176
843,NO,w49,0.0,1366424.7296
844,NO,w50,0.0,805614.0456000001
845,NO,w51,0.0,927421.7512
846,NO,w52,0.0,986140.652
847,NO,w53,0.0,986140.652
848,PL,w1,5336.55,467.1
849,PL,w2,3558.6000000000004,1219.05
850,PL,w3,3352.05,1293.3
851,PL,w4,3186.0,1239.3000000000002
852,PL,w5,2933.5499999999997,1129.95
853,PL,w6,2722.95,959.85
854,PL,w7,2933.5499999999997,1229.8500000000001
855,PL,w8,3165.75,1000.35
856,PL,w9,5339.25,2020.95
857,PL,w10,7306.2,2609.55
858,PL,w11,9144.9,2756.7
859,PL,w12,8387.55,2462.4
860,PL,w13,8332.2,2922.75
861,PL,w14,7484.4,2454.2999999999997
862,PL,w15,6191.099999999999,2195.1
863,PL,w16,4982.85,2096.55
864,PL,w17,4727.7,1907.5500000000002
865,PL,w18,5644.35,2042.55
866,PL,w19,6632.55,1652.4
867,PL,w20,4569.75,1869.75
868,PL,w21,4815.45,1992.6
869,PL,w22,4685.85,1336.5
870,PL,w23,4504.95,895.0500000000001
871,PL,w24,4006.8,654.75
872,PL,w25,4282.2,471.15000000000003
873,PL,w26,3639.6000000000004,395.55
874,PL,w27,3946.05,153.9
875,PL,w28,5688.900000000001,36.45
876,PL,w29,2860.65,0.0
877,PL,w30,2619.0,0.0
878,PL,w31,3372.3,47.25
879,PL,w32,2218.0499999999997,32.4
880,PL,w33,2555.55,35.1
881,PL,w34,2432.7000000000003,0.0
882,PL,w35,2362.5,0.0
883,PL,w36,1792.8,0.0
884,PL,w37,2446.2000000000003,353.7
885,PL,w38,1282.5,0.0
886,PL,w39,5429.700000000001,157.95000000000002
887,PL,w40,5454.0,0.0
888,PL,w41,3439.8,0.0
889,PL,w42,2833.65,0.0
890,PL,w43,2107.35,0.0
891,PL,w44,4390.2,128.25
892,PL,w45,5146.200000000001,110.7
893,PL,w46,4984.200000000001,8.1
894,PL,w47,6365.25,225.45000000000002
895,PL,w48,6369.3,1233.9
896,PL,w49,5242.05,1877.85
897,PL,w50,4977.45,1578.1499999999999
898,PL,w51,7365.599999999999,1718.55
899,PL,w52,9491.849999999999,2092.5
900,PL,w53,9439.199999999999,2533.95
901,PT,w1,43402.0,0.0
902,PT,w2,72618.0,8294.0
903,PT,w3,50597.0,0.0
904,PT,w4,55546.0,0.0
905,PT,w5,52350.0,0.0
906,PT,w6,69782.0,20546.0
907,PT,w7,49767.0,0.0
908,PT,w8,84411.0,16376.999999999998
909,PT,w9,84781.0,17772.0
910,PT,w10,72125.0,16251.000000000002
911,PT,w11,39825.0,0.0
912,PT,w12,97859.0,24013.0
913,PT,w13,127047.0,33383.0
914,PT,w14,107515.0,17782.0
915,PT,w15,91694.0,15053.0
916,PT,w16,104803.0,22254.0
917,PT,w17,78548.0,10249.0
918,PT,w18,39961.0,0.0
919,PT,w19,52733.0,0.0
920,PT,w20,96095.0,13300.0
921,PT,w21,54366.0,0.0
922,PT,w22,42712.0,0.0
923,PT,w23,41041.0,0.0
924,PT,w24,40066.0,0.0
925,PT,w25,47271.0,0.0
926,PT,w26,36938.0,0.0
927,PT,w27,31333.0,0.0
928,PT,w28,38177.0,0.0
929,PT,w29,37537.0,0.0
930,PT,w30,30770.0,0.0
931,PT,w31,22562.0,0.0
932,PT,w32,13064.0,0.0
933,PT,w33,9702.0,0.0
934,PT,w34,6301.0,0.0
935,PT,w35,22133.0,0.0
936,PT,w36,17653.0,0.0
937,PT,w37,18130.0,0.0
938,PT,w38,15451.0,0.0
939,PT,w39,20829.0,0.0
940,PT,w40,22665.0,2500.0
941,PT,w41,23452.0,0.0
942,PT,w42,26164.0,0.0
943,PT,w43,44175.0,9207.0
944,PT,w44,140760.0,28979.0
945,PT,w45,65281.00000000001,0.0
946,PT,w46,92906.0,14221.0
947,PT,w47,90226.0,15851.0
948,PT,w48,114057.0,0.0
949,PT,w49,190514.0,34722.0
950,PT,w50,110833.0,0.0
951,PT,w51,124100.0,25903.0
952,PT,w52,32323.999999999996,0.0
953,RO,w1,108560.0,55800.0
954,RO,w2,103718.0,56270.0
955,RO,w3,104189.0,55670.0
956,RO,w4,96702.0,46979.0
957,RO,w5,96932.0,47315.0
958,RO,w6,88266.0,22314.0
959,RO,w7,62329.0,13400.0
960,RO,w8,80577.0,8650.0
961,RO,w9,49424.0,5443.0
962,RO,w10,38094.0,6603.0
963,RO,w11,33086.0,12378.0
964,RO,w12,31897.0,22822.0
965,RO,w13,34653.0,11971.0
966,RO,w14,54606.0,11984.0
967,RO,w15,70365.0,45476.0
968,RO,w16,83444.0,32455.0
969,RO,w17,83685.0,32490.000000000004
970,RO,w18,49740.0,7016.0
971,RO,w19,50033.0,1413.0
972,RO,w20,60103.0,6566.0
973,RO,w21,61692.0,14116.0
974,RO,w22,76706.0,14061.0
975,RO,w23,79448.0,15216.0
976,RO,w24,73599.0,21709.0
977,RO,w25,76089.0,22397.0
978,RO,w26,75818.0,23646.0
979,RO,w27,72069.0,34438.0
980,RO,w28,85669.0,15887.0
981,RO,w29,70758.0,23224.0
982,RO,w30,73817.0,33385.0
983,RO,w31,40059.0,24661.0
984,RO,w32,47102.0,32447.000000000004
985,RO,w33,36016.0,15146.0
986,RO,w34,41998.0,18523.0
987,RO,w35,38880.0,17592.0
988,RO,w36,46989.0,25693.0
989,RO,w37,43382.0,17980.0
990,RO,w38,49185.0,24259.0
991,RO,w39,45809.0,30076.0
992,RO,w40,51605.0,25812.0
993,RO,w41,64281.00000000001,14929.0
994,RO,w42,60672.0,32723.0
995,RO,w43,64277.0,35296.0
996,RO,w44,70851.0,16349.0
997,RO,w45,70797.0,19293.0
998,RO,w46,70462.0,24054.0
999,RO,w47,68368.0,24253.0
1000,RO,w48,74038.0,28331.0
1001,RO,w49,56246.0,7619.0
1002,RO,w50,45291.0,18907.0
1003,RO,w51,56391.0,18226.0
1004,RO,w52,62366.0,22849.0
1005,RO,w53,71849.0,28200.0
1006,SE,w1,510343.00029,0.0
1007,SE,w2,485380.83294,0.0
1008,SE,w3,482177.72029,0.0
1009,SE,w4,467595.70882,0.0
1010,SE,w5,478991.63206000003,0.0
1011,SE,w6,412730.37941,0.0
1012,SE,w7,389009.285,0.0
1013,SE,w8,388792.25206,0.0
1014,SE,w9,386319.84618,0.0
1015,SE,w10,372605.66941000003,0.0
1016,SE,w11,386810.44882,0.0
1017,SE,w12,414939.605,0.0
1018,SE,w13,464870.74941,0.0
1019,SE,w14,505034.79824,0.0
1020,SE,w15,651971.7849999999,0.0
1021,SE,w16,913440.7973499999,0.0
1022,SE,w17,1580908.9059,0.0
1023,SE,w18,2446750.0515,0.0
1024,SE,w19,3148219.6476,0.0
1025,SE,w20,3706910.5400000005,0.0
1026,SE,w21,3897849.268,0.0
1027,SE,w22,3744121.142,0.0
1028,SE,w23,3527464.0239999997,0.0
1029,SE,w24,3041837.855,0.0
1030,SE,w25,2784477.021,0.0
1031,SE,w26,2491168.178,0.0
1032,SE,w27,2278168.121,0.0
1033,SE,w28,2003376.2329000002,0.0
1034,SE,w29,1834259.3971,0.0
1035,SE,w30,1685829.8376,0.0
1036,SE,w31,1558560.1400000001,0.0
1037,SE,w32,1405151.5724000002,0.0
1038,SE,w33,1297143.2970999999,0.0
1039,SE,w34,1300780.9929,0.0
1040,SE,w35,1263453.4618,0.0
1041,SE,w36,1319187.6624,0.0
1042,SE,w37,1310567.0859,0.0
1043,SE,w38,1412405.8834999998,0.0
1044,SE,w39,1309066.1912,0.0
1045,SE,w40,1316941.6105999998,0.0
1046,SE,w41,1354594.2859,0.0
1047,SE,w42,1251322.8635,0.0
1048,SE,w43,1150212.1300000001,0.0
1049,SE,w44,1120128.3270999999,0.0
1050,SE,w45,1018646.0941,0.0
1051,SE,w46,904304.5985,0.0
1052,SE,w47,810602.5935,0.0
1053,SE,w48,783117.9628999999,0.0
1054,SE,w49,734655.9868000001,0.0
1055,SE,w50,687188.0565000001,0.0
1056,SE,w51,640994.1326,0.0
1057,SE,w52,624122.2979,0.0
1058,SE,w53,624122.2979,0.0
1059,SI,w1,0.0,0.0
1060,SI,w2,0.0,0.0
1061,SI,w3,0.0,0.0
1062,SI,w4,0.0,0.0
1063,SI,w5,0.0,0.0
1064,SI,w6,0.0,0.0
1065,SI,w7,0.0,0.0
1066,SI,w8,0.0,0.0
1067,SI,w9,0.0,0.0
1068,SI,w10,0.0,0.0
1069,SI,w11,0.0,0.0
1070,SI,w12,0.0,0.0
1071,SI,w13,0.0,0.0
1072,SI,w14,0.0,0.0
1073,SI,w15,0.0,0.0
1074,SI,w16,0.0,0.0
1075,SI,w17,0.0,0.0
1076,SI,w18,0.0,0.0
1077,SI,w19,0.0,0.0
1078,SI,w20,0.0,0.0
1079,SI,w21,0.0,0.0
1080,SI,w22,0.0,0.0
1081,SI,w23,0.0,0.0
1082,SI,w24,0.0,0.0
1083,SI,w25,0.0,0.0
1084,SI,w26,0.0,0.0
1085,SI,w27,0.0,0.0
1086,SI,w28,0.0,0.0
1087,SI,w29,0.0,0.0
1088,SI,w30,0.0,0.0
1089,SI,w31,0.0,0.0
1090,SI,w32,0.0,0.0
1091,SI,w33,0.0,0.0
1092,SI,w34,0.0,0.0
1093,SI,w35,0.0,0.0
1094,SI,w36,0.0,0.0
1095,SI,w37,0.0,0.0
1096,SI,w38,0.0,0.0
1097,SI,w39,0.0,0.0
1098,SI,w40,0.0,0.0
1099,SI,w41,0.0,0.0
1100,SI,w42,0.0,0.0
1101,SI,w43,0.0,0.0
1102,SI,w44,0.0,0.0
1103,SI,w45,0.0,0.0
1104,SI,w46,0.0,0.0
1105,SI,w47,0.0,0.0
1106,SI,w48,0.0,0.0
1107,SI,w49,0.0,0.0
1108,SI,w50,0.0,0.0
1109,SI,w51,0.0,0.0
1110,SI,w52,0.0,0.0
1111,SI,w53,0.0,0.0
1112,SK,w1,0.0,2609.0
1113,SK,w2,0.0,2454.0
1114,SK,w3,0.0,2407.0
1115,SK,w4,0.0,2237.0
1116,SK,w5,0.0,2264.0
1117,SK,w6,0.0,1938.0
1118,SK,w7,0.0,1414.0
1119,SK,w8,0.0,1672.0
1120,SK,w9,0.0,1043.0
1121,SK,w10,0.0,1319.0
1122,SK,w11,0.0,1892.0
1123,SK,w12,0.0,1688.0
1124,SK,w13,0.0,1650.0
1125,SK,w14,0.0,2112.0
1126,SK,w15,0.0,1839.0
1127,SK,w16,0.0,1877.0
1128,SK,w17,0.0,2696.0
1129,SK,w18,0.0,6301.0
1130,SK,w19,0.0,10115.0
1131,SK,w20,0.0,8130.000000000001
1132,SK,w21,0.0,5354.0
1133,SK,w22,0.0,3997.0
1134,SK,w23,0.0,3125.0
1135,SK,w24,0.0,2446.0
1136,SK,w25,0.0,2630.0
1137,SK,w26,0.0,2591.0
1138,SK,w27,0.0,2219.0
1139,SK,w28,0.0,2335.0
1140,SK,w29,0.0,2370.0
1141,SK,w30,0.0,2434.0
1142,SK,w31,0.0,2418.0
1143,SK,w32,0.0,1906.0
1144,SK,w33,0.0,2021.0
1145,SK,w34,0.0,1990.0
1146,SK,w35,0.0,2179.0
1147,SK,w36,0.0,1855.0
1148,SK,w37,0.0,2136.0
1149,SK,w38,0.0,926.0
1150,SK,w39,0.0,2962.0
1151,SK,w40,0.0,4070.0000000000005
1152,SK,w41,0.0,2342.0
1153,SK,w42,0.0,2157.0
1154,SK,w43,0.0,1960.0
1155,SK,w44,0.0,1879.0
1156,SK,w45,0.0,3459.0
1157,SK,w46,0.0,2873.0
1158,SK,w47,0.0,2376.0
1159,SK,w48,0.0,2867.0
1160,SK,w49,0.0,3428.0
1161,SK,w50,0.0,3073.0
1162,SK,w51,0.0,3370.0
1163,SK,w52,0.0,2556.0
1164,SK,w53,0.0,1924.0
